Date,Record Number,Record Type,Address,Latitude,Longitude,Permit Name,Status,Description
5/7/2025,BA-202502076,Arborist Illegal Activity,"281 WEST PACES FERRY RD NW, ATLANTA GA 30305",33.8441352,-84.3950653,Site Complaint,Pending - Illegal Activity,
5/7/2025,BA-202502075,Arborist Illegal Activity,"281 WEST PACES FERRY RD NW, ATLANTA GA 30305",33.8441352,-84.3950653,Illegal Tree Removal,Fine,Illegal tree removal of (7) Hardwoods of unknown diameter.
5/7/2025,BA-202502068,Arborist Illegal Activity,"3293 LENOX PL NE, ATLANTA GA 30324",33.8447539,-84.3537375,Illegal Tree Removal,Fine,"Illegal tree removal of (14) Hardwoods and Pines totaling 300"" inches."
5/6/2025,BA-202502035,Arborist Illegal Activity,"551 PAGE AVE NE, ATLANTA GA 30307",33.7694037,-84.334064,Illegal Activity,Fine,"Tree #5 (21"") and tree #6 (14"") were removed without permit application, or issuance."
5/6/2025,BA-202502019,Arborist Illegal Activity,"10 BLANCHE ST NW, ATLANTA GA 30318",33.770975,-84.4448076,Illegal Removal,Assigned,"Removal of 9 trees totaling 185"" DBH per submitted site plan."
5/5/2025,BA-202502018,Arborist Illegal Activity,"1599 MAYFLOWER AVE SW, ATLANTA GA 30311",33.7287349,-84.4401092,Illegal Removal,Fine,Removal of three pine trees of unknown diameter without permit.
5/1/2025,BA-202501977,Arborist Illegal Activity,"1585 SOUTH PONCE DE LEON AVE NE, ATLANTA GA 30307",33.7736109,-84.337655,Illegal Activity,Fine,"A 15"" Hickory tree behind tree #1 has SRP damage and is destroyed. Tree #5 (31"" White Oak) is over 50% dead due to the impacts of grading activities outside the approved LOD. Tree #57 (36"" Pecan),shown as saved on the approved plan, has been removed without permit application, or issuance."
5/1/2025,BA-202501965,Arborist Illegal Activity,"819 SHERWOOD RD NE, ATLANTA GA 30324",33.7968133,-84.3605229,Illegal Activity,Fine,"Tree destruction; root zone impact outside the LOD and in the SRP of tree #5 (22"" Elm)."
5/1/2025,BA-202501961,Arborist Illegal Activity,"553 CHAPPELL RD NW, ATLANTA GA 30318",33.7702858,-84.4337119,Investigation,Assigned,
5/1/2025,BA-202501955,Arborist Illegal Activity,"2877 ALEXA AVE SE, ATLANTA GA 30317",33.7429507,-84.2929467,Illegal Activity,Fine,"Grading/Fill and land disturbance in the SRP and compromising over 33% of the net root zones of 6"" Magnolia and 10"" Cherry in the rear of the property."
5/1/2025,BA-202501953,Arborist Illegal Activity,"709 EMILY PL NW, ATLANTA GA 30318",33.774417,-84.4520249,Investigation,Assigned,
4/30/2025,BA-202501933,Arborist Illegal Activity,"2308 PEMBERTON RD SW, ATLANTA GA 30331",33.6926553,-84.5078516,Illegal Removal,Fine,Removal of two trees of unknown diameter without permit.
4/29/2025,BA-202501922,Arborist Illegal Activity,"1414 LANIER PL NE, ATLANTA GA 30306",33.7931833,-84.3542799,Illegal Activity,Fine,"Grading activities incurred that impacted structural root plates on tree #3 (44"" Oak) and tree #4 (29"" Oak). Per COA ordinance, any SRP impact is considered a destroyed tree."
4/29/2025,BA-202501920,Arborist Illegal Activity,"931 MONROE DR NE, ATLANTA GA 30308",33.7792511,-84.3695909,Illegal Activity,Fine,"Sidewalk erected in the SRP of a 41"" Sycamore tree. No permit applied, or issued for the work. The tree is destroyed."
4/29/2025,BA-202501919,Arborist Illegal Activity,"529 BOULEVARD NE, ATLANTA GA 30308",33.7690521,-84.3717607,Illegal Activity,Fine,"18"" tree shown as protected on the approved plans has new structural root plate damage from heavy equipment operating outside of the approved limit of disturbance."
4/28/2025,BA-202501891,Arborist Illegal Activity,"1180 SMITH ST SW, ATLANTA GA 30310",33.7226885,-84.4006148,Illegal Removal,Fine,"Removal of the following seven trees without permit: 17"" hardwood, 16"" hardwood, 15"" hackberry, 12"" hardwood, 14"" hardwood, 14"" hardwood, & 14"" hardwood.This invoice's balance has been adjusted to reflect the COA TCC's decision."
4/28/2025,BA-202501879,Arborist Illegal Activity,"3968 PACES FERRY RD NW, ATLANTA GA 30327",33.8574717,-84.4488957,Unpermitted Removal,Fine,"Unpermitted removal of trees on property discovered at time of yellow posting. Trees as listed were reported by applicant, may not be exhaustive list until field verified at time of next yellow posting21"" pine, 10"", 27"", 18"" and 9"" hardwoods removed without permit5 trees at 85"""
4/25/2025,BA-202501866,Arborist Illegal Activity,"1241 GREENWICH ST SW, ATLANTA GA 30310",33.7440637,-84.4282905,Illegal Removal,Fine,"Removal of one 36"" oak tree without permit."
4/23/2025,BA-202501826,Arborist Illegal Activity,"3359 MATHIESON DR NE, ATLANTA GA 30305",33.8472088,-84.3755669,Illegal Tree Destruction,Fine,"Illegal tree destruction of (1)28"" Pine, (1)22"" Pine, (1)8"" Maple, (1)6"" Maple, (1)28"" Pine, (1)25"" Tulip Poplar, & (1)30"" Pine"
4/23/2025,BA-202501810,Arborist Illegal Activity,"3243 PINESTREAM RD NW, ATLANTA GA 30327",33.8435672,-84.4221503,Investigation,Fine,"Multiple additional trees removed or destroyed on site beyond DDH and previous fines.19"" pine at rear right of house removed10"" holly at left of house removed20"" pine has been debarked on lower trunk and root collar buried24: hardwood damaged and root collar buried"
4/22/2025,BA-202501802,Arborist Illegal Activity,"537 GREENWOOD AVE NE, ATLANTA GA 30308",33.7766453,-84.3694136,Illegal Activity,Fine,"11"" hardwood tree destroyed in rear left. SRP impact and damage to the mainstem from heavy equipment operations outside the approved LOD."
4/22/2025,BA-202501801,Arborist Illegal Activity,"94 KIRKWOOD RD NE, ATLANTA GA 30317",33.7546139,-84.3218368,Illegal Activity,Fine,"Removal of 24"" Pecan on the right side of the garage after DDH denial."
4/21/2025,BA-202501769,Arborist Illegal Activity,"2122 VIRGINIA PL NE, ATLANTA GA 30305",33.81511,-84.3837011,Illegal Tree Destruction,Fine,"Illegal tree destruction of (1)41"" Post Oak in frontyard left and (1)49"" Tulip  Poplar in frontyard yard."
4/18/2025,BA-202501727,Arborist Illegal Activity,"415 WEST LAKE AVE NW, ATLANTA GA 30318",33.7667573,-84.4407295,Investigation,Assigned,
4/16/2025,BA-202501698,Arborist Illegal Activity,"1026 REEDER CIR NE, ATLANTA GA 30306",33.7952473,-84.3529052,Illegal Activity,Fine,"Tree labelled ""C"" on building plan BB-202108844 was removed without permit application, or issuance."
4/15/2025,BA-202501669,Arborist Illegal Activity,"781 BARNETT ST NE, ATLANTA GA 30306",33.7759967,-84.3584751,Illegal Activity,Fine,"2 trees of unknown diameter were removed without permit application, or issuance. One was on the left side of the house, and one was on the right side of the house."
4/15/2025,BA-202501656,Arborist Illegal Activity,"1884 HOSEA L WILLIAMS DR NE, ATLANTA GA 30317",33.75354577,-84.32581324,Illegal Activity,Fine,"Fine for removal of one 10"" Hackberry tree in the rear yard without permit application, or issuance."
4/14/2025,BA-202501625,Arborist Illegal Activity,"1564 SYLVAN RD SW, ATLANTA GA 30310",33.7264356,-84.4181306,Illegal Removal,Fine,Removal of one post oak tree of unknown diameter without permit.
4/14/2025,BA-202501623,Arborist Illegal Activity,"2223 EDISON AVE NE, ATLANTA GA 30305",33.8152977,-84.3853421,Illegal Tree Removal,Fine,"Illegal tree removal of (1)8"" Crepe Myrtle from frontyard and (1)9"" Cherry from backyard."
4/10/2025,BA-202501568,Arborist Illegal Activity,"2300 SANDSPRING DR SW, ATLANTA GA 30331",33.7025759,-84.5443149,Illegal Removal,Fine,Removal of two pine trees of unknown diameter without a permit.
4/9/2025,BA-202501551,Arborist Illegal Activity,"1696 ADAMS DR SW, ATLANTA GA 30311",33.7099003,-84.4872281,Illegal Removal,Fine,"Illegal removal for neighboring lot of 1690 Adams Drive. March 19, 2025:  The TCC reduced the fines and fees by 50% at a previous hearing on Feb 19, 2025.  At the March hearing, the TCC upheld the appellant's request to assign the remaining fines and fees (($14,390) for this address to the adjacent property at 1696 Adams Dr, SW.  The appellants requested this change because they anticipate completing and selling the new construction at 1690 Adams Dr, SW, which will allow them to obtain funding to pay the fines and fees for both projects. "
4/7/2025,BA-202501507,Arborist Illegal Activity,"1704 WILDWOOD RD NE, ATLANTA GA 30306",33.8013474,-84.3496737,Illegal Activity,Fine,"16 trees removed, and one tree destroyed. No permit application, or issuance for these trees."
4/4/2025,BA-202501475,Arborist Illegal Activity,"676 SHELTON AVE SW, ATLANTA GA 30310",33.7342731,-84.409974,Illegal Destruction,Fine,"Destruction of one 8"" hackberry tree without permit due to the severing of this tree's structural root plate."
4/3/2025,BA-202501438,Arborist Illegal Activity,"644 WEST VALLEY CT NW, ATLANTA GA 30327",33.8743068,-84.41042659,Site Investigation,Fine,"T25, T26, T27, T28, T38, T43, T44, T45 removed without permit, self-reported during review"
4/2/2025,BA-202501396,Arborist Illegal Activity,"617 WOODWARD WAY NW, ATLANTA GA 30327",33.8209276,-84.4081791,Investigation,Fine,"Removal of 4 pines at front without permit, trees were ground prior to inspection."
4/1/2025,BA-202501392,Arborist Illegal Activity,"1776 FRIAR TUCK RD NE, ATLANTA GA 30309",33.8025609,-84.3819787,Illegal Tree Removal,Fine,"Illegal tree removal of (3)Pines of unknown diameter, (1)Magnolia of unknown diameter, and (1)Hardwood of unknown diameter."
4/1/2025,BA-202501389,Arborist Illegal Activity,"1386 WAYNE AVE NE, ATLANTA GA 30306",33.7925003,-84.3596209,Illegal Activity,Fine,"Tree T6 (6"" Japanese Maple) destroyed by the impacts of construction activities outside of the approved LOD."
4/1/2025,BA-202501386,Arborist Illegal Activity,"73 WHITEFOORD AVE SE, ATLANTA GA 30317",33.751293,-84.3422752,Illegal Activity,Fine,"Tree #4, a 14"" Magnolia, was removed without permit application, or issuance. Tree #5, a 30"" Water Oak is now destroyed. A structural root was cut for the unauthorized installation of a wood fence."
4/1/2025,BA-202501370,Arborist Illegal Activity,"658 WEST VALLEY CT NW, ATLANTA GA 30327",33.87388045,-84.41083521,Site Investigation,Fine,"Multiple trees found removed beyond 2 self reported at frontT5, T6, T11, T12, T16, T73 removed as per final plan for new SFRAll replacement trees from new SFR and subdivision LD must be replanted/replaced under this permit as well."
3/28/2025,BA-202501332,Arborist Illegal Activity,"1174 ST CHARLES PL NE, ATLANTA GA 30306",33.7757079,-84.3491614,Illegal Activity,Fine,"8"" Dogwood removed from rear left. 49"" White Oak in rear right was destroyed by removing over 40% of the live canopy. Both were done without permit application, or issuance."
3/28/2025,BA-202501325,Arborist Illegal Activity,"974 ROSEDALE RD NE, ATLANTA GA 30306",33.7811825,-84.3484504,Illegal Activity,Fine,"Illegal destruction of a 27"" Post Oak on the left side of the house. A large structural root cut with a chainsaw."
3/26/2025,BA-202501297,Arborist Illegal Activity,"175 WHITEFOORD AVE SE, ATLANTA GA 30317",33.748629,-84.342366,Illegal Activity,Fine,"36"" Water Oak is destroyed. Over 50% of the canopy was removed without permit application, or issuance. Tree is on the right side of the existing house."
3/26/2025,BA-202501285,Arborist Illegal Activity,"250 ALBERTA DR NE, ATLANTA GA 30305",33.8469068,-84.3795025,Illegal Tree Removal,Issued,Illegal tree removal of (1)Magnolia of unknown diameter.
3/26/2025,BA-202501284,Arborist Illegal Activity,"2763 RAMSGATE NW, ATLANTA GA 30305",33.8301328,-84.3977865,Illegal Tree Removal,Fine,"Illegal tree removal of (1)28"" Pine and (1)9"" Dogwood."
3/26/2025,BA-202501281,Arborist Illegal Activity,"4377 PARAN PL NW, ATLANTA GA 30327",33.875478,-84.4149686,Investigation,Fine,"Multiple trees removed on site, no permit issued, previous application was insufficient for decisionFront right-14"", 18"", 18"", 26"" oaks, 20"" tulip-poplarRear right-24"", 18"", 24"" 33"", 18"", 12"", 18"", 14"", 23"" oak, 24"" tulip-poplar heaving spiked, 9"" sweetgum notchedFront center of house-22"", 23"", 23"" mapleFront- 24"", 22"" oak, 18"", 16"", 18"", 22"" pineStumps pulled out-36"" oak, 21"" oakTotal of 29 trees at 578"""
3/24/2025,BA-202501246,Arborist Illegal Activity,"904 KINGS CT NE, ATLANTA GA 30306",33.7888262,-84.357514,Illegal Activity,Fine,"14"" Poplar destroyed in rear center. Fill soil and boulder retaining wall installed against the trunk of the tree and in the SRP."
3/24/2025,BA-202501225,Arborist Illegal Activity,"849 HIGHLAND TER NE, ATLANTA GA 00000",33.7860426,-84.3594224,Illegal Activity,Fine,"SRP impact to 14"" Japanese Maple in far rear center. Disturbance is 4' away and the SRP damage is visible. Tree is notated as 6/8 Oak on the approved site plan associated with BB-202404860."
3/21/2025,BA-202501193,Arborist Illegal Activity,"3164 HAZELWOOD DR SW, ATLANTA GA 30311",33.727236,-84.491827,Illegal Removal,Fine,"Removal of the following three trees without permit: 24"" hardwood, 18"" hardwood, and 14"" hardwood.This invoice's balance has been adjusted to reflect the COA TCC's decision."
3/20/2025,BA-202501162,Arborist Illegal Activity,"2131 DELANO DR NE, ATLANTA GA 30317",33.7551592,-84.317789,Illegal Activity,Fine,"Tree in rear right, labelled as 13"" on site plan, (associated with BB-20241088) field measured at 16"". SRP visibly damaged. Impact 6'4"" from center of tree. Tree is destroyed."
3/20/2025,BA-202501156,Arborist Illegal Activity,"3945 CLUB DR NE, ATLANTA GA 30319",33.8630574,-84.3524038,Complaint/Investigation,Fine,"Multiple trees removed and stumps ground on siteStreetView shows 1 dogwood at front, right of drive, 1 Japanese maple at front of house, 2 gingko at front right of lot, hardwood at rear right, hardwood at rear left of house6 trees ground, builder is looking for survey to confirm tree sizes"
3/19/2025,BA-202501130,Arborist Illegal Activity,"2803 ALLEGRO DR NW, ATLANTA GA 30318",33.774776,-84.4794671,Investigation,Assigned,"Removal of 1 - 37"" Pine at the front center"
3/18/2025,BA-202501114,Arborist Illegal Activity,"1040 WYLIE ST SE, ATLANTA GA 30316",33.7525948,-84.3530937,Illegal Activity,Fine,"Removal of a 10"" hardwood alongside the rear right property line."
3/11/2025,BA-202500980,Arborist Illegal Activity,"888 NORWOOD RD SE, ATLANTA GA 30315",33.6971818,-84.3604636,Illegal Activity,Fine,Illegal removal of 10 trees of unknown diameter. Most at the rear of the property abutting 877 Lee Andrews.
3/11/2025,BA-202500964,Arborist Illegal Activity,"1682 NORTH AVE NW, ATLANTA GA 30318",33.7678941,-84.4429017,Investigation,Assigned,
3/10/2025,BA-202500960,Arborist Illegal Activity,"1808 LANIER DR SW, ATLANTA GA 30310",33.7056738,-84.4254131,Illegal Removal,Fine,"Removal of the following two private property trees without permit: one 23"" oak and one 21"" oak."
3/10/2025,BA-202500959,Arborist Illegal Activity,"381 CHAPEL ST SW, ATLANTA GA 30313",33.7523671,-84.4006475,Illegal Removal,Fine,"Removal of one 51"" Bois Darc tree without permit at the following land parcel: 14 008400070300."
3/7/2025,BA-202500929,Arborist Illegal Activity,"585 SHERWOOD RD NE, ATLANTA GA 30324",33.7968434,-84.3679858,Illegal Activity,Fine,"The SRP was cut on 23"" Magnolia in the front left for unauthorized driveway replacement. SRP cut on 18"" Hackberry located near the left property line. Tree is located on the neighboring property. The driveway appears closer to the tree than how it is depicted on the plans (BB-202308915)"
3/7/2025,BA-202500921,Arborist Illegal Activity,"1559 PEACHTREE BATTLE AVE NW, ATLANTA GA 30327",33.8272739,-84.4384292,Unpermitted Destruction,Fine,"Multiple trees destroyed at rear and rear left by work and grading within SRP without permit.  16"" magnolia-entire CRZ paved over, patio grouted to trunk16"" oak-flume through SRP36"" oak-trunk damage removing X painted by removing bark, root damage25"" oak-trunk damage removing X painted by removing bark, root damage4 trees at 92"""
3/6/2025,BA-202500905,Arborist Illegal Activity,"538 PARK DR NE, ATLANTA GA 30306",33.7862632,-84.3695101,Illegal Activity,Fine,"Artificial turf installed in the rear yard without permit application, or issuance. The entire critical root zone of a 45"" White Oak on the left of the house was impacted. The tree is now dead."
3/4/2025,BA-202500858,Arborist Illegal Activity,"358 ST JOHNS AVE SW, ATLANTA GA 30315",33.7004699,-84.4009202,Illegal Activity,Fine,"Illegal removal of a 24"" Pine at the front of the property."
3/4/2025,BA-202500856,Arborist Illegal Activity,"1010 PEACHTREE BATTLE CIR NW, ATLANTA GA 30327",33.8232894,-84.4214013,Unpermitted Destruction,Fine,"Unpermitted removal of 23"" beech at rear right of house"
3/3/2025,BA-202500839,Arborist Illegal Activity,"3695 RANDALL MILL RD NW, ATLANTA GA 30327",33.8579027,-84.4210941,Unpermitted Destruction and Removal,Fine,"Unpermitted destruction of multiple trees at front and removal of additional trees beyond permitT192, 193, 195, 196 all destroyed at front by grading and removal of tree protection T52, 53, 54, 55, 57, 62, 98, 184 all removed, shown as saved on site plans for house and pool12 trees at 217"""
2/28/2025,BA-202500808,Arborist Illegal Activity,"3651 RANDALL MILL RD NW, ATLANTA GA 30327",33.8546975,-84.4211827,Unpermitted Destruction,Fine,"Unpermitted destruction of multiple trees with improper tree protection installation26"" pine at front right15"" gingko, 9"" and 9"" dogwoods at front, left of drive8"" sweetgum at rear left of house13"" hickory at rear center21"" sweetgum, 22"" laurel, 7"" holly, 8"" sweetgum, 12"" sweetgum at right property line6"" hardwood, 6"" hardwood, 13"" sweetgum, 25"" pine at rear right"
2/28/2025,BA-202500806,Arborist Illegal Activity,"525 GLEN IRIS DR NE, ATLANTA GA 30308",33.7686027,-84.3675157,Illegal Activity,Fine,"Trees 10, 25, 26, 28, 29, 30, 32, & 33 were removed before permit issuance."
2/26/2025,BA-202500778,Arborist Illegal Activity,"481 WEST KILDARE AVE NW, ATLANTA GA 30318",33.7685847,-84.4870406,Illegal Removal,Fine,Removal of the following two trees without permit: one hardwood of unknown diameter and one pine tree of unknown diameter.
2/26/2025,BA-202500774,Arborist Illegal Activity,"589 SHERWOOD RD NE, ATLANTA GA 30324",33.7969312,-84.3677704,Illegal Tree Destruction,Fine,"Illegal tree destruction of (1)18"" Hackberry."
2/26/2025,BA-202500762,Arborist Illegal Activity,"1330 WEST WESLEY RD NW, ATLANTA GA 30327",33.831568,-84.4313122,Unpermitted Removal,Fine,"Unpermitted removal of multiple trees before permit issuance/applicationT17 (24"" tulip-poplar)T18 (26"" sweetgum)T19 (16"" sweetgum)T29 (28"" pine)T30 (16"" flowering cherry) damaged"
2/25/2025,BA-202500759,Arborist Illegal Activity,"1053 SNYDER ST NW, ATLANTA GA 30318",33.7835453,-84.4017191,Tree Destruction,Assigned,1 -16� Oak at the front right and 1 � 12� Oak at the right side. Trees destroyed by trenching to install underground utility line. All underground utilities were proposed on left side of house and trees were to be saved.
2/24/2025,BA-202500732,Arborist Illegal Activity,"201 HUNTINGTON RD NE, ATLANTA GA 30309",33.8055831,-84.3873632,Illegal Tree Removal,Fine,"Illegal tree removal on(1)23"" HW and (1)24"" HW."
2/24/2025,BA-202500727,Arborist Illegal Activity,"3488 KNOLLWOOD DR NW, ATLANTA GA 30305",33.8501272,-84.3962698,Illegal Tree Destruction,Fine,"Illegal tree destruction of (1)12"" Magnolia."
2/21/2025,BA-202500679,Arborist Illegal Activity,"286 SISSON AVE NE, ATLANTA GA 30317",33.7615213,-84.3148566,Illegal Tree Removal,Fine,"Illegal Tree Removal 1 - 30"" Water Oak in the ROW2 - 35"" S. Red oak in the ROW"
2/20/2025,BA-202500664,Arborist Illegal Activity,"519 WESTMEATH DR SW, ATLANTA GA 30310",33.740918,-84.446072,Illegal Removal & Illegal Destruction,Fine,Removal of one oak tree of unknown diameter and destruction of another oak tree of unknown diameter. This invoice's balance has been adjusted to reflect the COA TCC's decision.
2/18/2025,BA-202500627,Arborist Illegal Activity,"492 MT PARAN RD NW, ATLANTA GA 30327",33.8674492,-84.435963,Unpermitted Removal and Destruction,Fine,"Unpermitted removal of 24"" white oak, 29"" oak, 15"" pine without permitUnpermitted destruction of 24"" oak, 10"" hardwood at right of house by excavation of SRP of tree and noncompliance with tree protection plan as stamped and issuedTotal of 5 trees at 102"""
2/15/2025,BA-202500586,Arborist Illegal Activity,"201 HUNTINGTON RD NE, ATLANTA GA 30309",33.8055831,-84.3873632,Illegal Tree Removal,Fine,"Illegal tree removal of (1)23""� Hardwood, (1)24""� Hardwood, & (1)9""� Hardwood."
2/14/2025,BA-202500570,Arborist Illegal Activity,"2155 VENETIAN DR SW, ATLANTA GA 30311",33.7156102,-84.4587672,Illegal Destruction,Fine,"Destruction of one 33"" White Oak without permit."
2/13/2025,BA-202500562,Arborist Illegal Activity,"715 WEST CONWAY DR NW, ATLANTA GA 30327",33.8664978,-84.4126064,Unpermitted Destruction,Fine,"Tree protection removed at front and left of property, soil grading within tree save/undisturbed areaT58 9"" hickory destroyed by gradingT60 13"" birch and T61 8"" hickory destroyed by gradingT63 (18"" hickory), T64 (24"" pine), T65(7"" oak), T66 (21"" pine), T67 (24"" maple), T68 (32"" pine) removed9 trees at 156"" destroyed or removed"
2/10/2025,BA-202500483,Arborist Illegal Activity,"1096 MCMILLAN ST NW, ATLANTA GA 30318",33.7846901,-84.4043721,Complaint/Investigation,Assigned,
2/7/2025,BA-202500458,Arborist Illegal Activity,"2353 NORTH CIRCLE DR NW, ATLANTA GA 30318",33.7872495,-84.4651001,Tree Destruction,Assigned,"Destruction of 1 - 22"" Tulip Poplar at back right by construction impacts."
2/5/2025,BA-202500429,Arborist Illegal Activity,"1999 WEST WESLEY RD NW, ATLANTA GA 30327",33.8406277,-84.4530208,Work Beyond Previous Permit,Fine,
2/4/2025,BA-202500427,Arborist Illegal Activity,"2019 ARLINGTON CIR NW, ATLANTA GA 30318",33.7712492,-84.4529691,Site Investigation,Assigned,
2/4/2025,BA-202500424,Arborist Illegal Activity,"330 ROBIN HOOD RD NE, ATLANTA GA 30309",33.8007136,-84.3807812,Illegal Tree Removal,Fine,"Illegal tree removal of a 29"" hardwood."
2/4/2025,BA-202500416,Arborist Illegal Activity,"132 CLAIRE DR SE, ATLANTA GA 30315",33.7051648,-84.383792,Complaint/Investigation,Fine,
2/3/2025,BA-202500390,Arborist Illegal Activity,"682 BOULEVARD NE, ATLANTA GA 30308",33.773211,-84.3711945,Illegal Activity,Fine,7 trees of unknown diameter have been removed. There are no remaining trees on the property.
2/3/2025,BA-202500386,Arborist Illegal Activity,"2108 BOLTON RD NW, ATLANTA GA 30318",33.8142525,-84.4379781,Illegal Destruction,Assigned,"Illegal destruction of 1 - 24"" Oak and 1 - 18"" Oak at the back right from pruning in excess of 20%."
2/3/2025,BA-202500379,Arborist Illegal Activity,"1043 AVONDALE AVE SE, ATLANTA GA 30312",33.725999,-84.3626249,Illegal Activity,Fine,"Illegal removal of a 10"" Maple at the front left before posting completion."
1/31/2025,BA-202500367,Arborist Illegal Activity,"139 HUTCHINSON ST NE, ATLANTA GA 30307",33.7574785,-84.3405306,Illegal Activity,Fine,"29, 25, & 40"" trees removed without permit application, or issuance."
1/31/2025,BA-202500357,Arborist Illegal Activity,"4269 WIEUCA RD NE, ATLANTA GA 30342",33.8682251,-84.3722415,Unpermitted Destruction,Fine,"Unpermitted removal of multiple trees on site, work well outside of scope18"", 24"", 6"", 21"", 16"" hardwoods at rear5 trees at 85""  Required replacement of 3 trees at 2.5"" each must be shown on revised plans for restamp and will be required at final, cannot be waived with future revisions"
1/31/2025,BA-202500355,Arborist Illegal Activity,"3511 WOODHAVEN RD NW, ATLANTA GA 30305",33.8505581,-84.3984538,Unpermitted Destruction,Fine,"Unpermitted destruction of T47, 22"" pine by trenching through SRP"
1/30/2025,BA-202500344,Arborist Illegal Activity,"17 ROCKY FORD RD NE, ATLANTA GA 30317",33.7517873,-84.3160891,Illegal Activity,Fine,"16"" Magnolia destroyed by construction activities outside of the approved LOD impacting the CRZ and multiple mechanical injuries on the mainstem. 24"" Pine removed in rear left and 12"" Oak removed from rear right without permit application, or issuance."
1/29/2025,BA-202500315,Arborist Illegal Activity,"1745 SPRINGVIEW RD NW, ATLANTA GA 30314",33.7609887,-84.4442922,Illegal Removal,Fine,"Removal of the following 19 trees: 26"" OAK (T1), 17"" PN (T2), 21"" PN (T3), 23"" PN (T4), 20"" PN (T5), 9"" HW (T6), 14"" HW, (T7), 22"" HW (T8), 13"" HW (T9), 16"" HW (T10), 24"" PN (T11), 29"" OAK (T12), 24"" PN (T13), 18"" PN (T15), 28"" PN (T16), 17"" SG (T21), 23"" PN (T23), one PN of unknown diameter (T24), and one OAK of unknown diameter (T25).Six, of the 25 trees that were removed, were permitted for removal, being: T#20, T#19, T#18, T#14, T#17, and T#22."
1/29/2025,BA-202500304,Arborist Illegal Activity,"1020 FOXCROFT RD NW, ATLANTA GA 30327",33.8552466,-84.4170092,Site Investigation,Fine,"Multiple trees destroyed or removed on site without permit15"", 15"" and 17"" crape myrtles at front cut, no permit foundT38 (10"" hw) not found on siteT40 (34"" oak) has excavation within 5' of trunk, no signs of TPF29"" oak and 10"" hardwood at rear left destroyed by wall within SRP23"" pine and 8"" hardwood removed at left25"" tulip-poplar has excavation and work within SRP at base of wall, prescription required27"" tulip-poplar, 10"" ash, 10"" tulip-poplar, 13"" tulip-poplar at front left of house require prescription and soil removal due to work and soil within SRP, no signs of TPF6 trees removed at 88"", 3 trees at 73"" destroyed, 5 trees require prescription or fines may be charged at final"
1/27/2025,BA-202500286,Arborist Illegal Activity,"4197 NORTH STRATFORD RD NE, ATLANTA GA 30342",33.8677715,-84.3597284,Investigation,Fine,
1/24/2025,BA-202500277,Arborist Illegal Activity,"1850 GREYSTONE RD NW, ATLANTA GA 30318",33.8059382,-84.4072314,Illegal Removal,Assigned,"Illegal removal of 1 -51"" Oak at the front Left"
1/23/2025,BA-202500247,Arborist Illegal Activity,"1059 OGLETHORPE AVE SW, ATLANTA GA 30310",33.7362048,-84.4223539,Complaint/Illegal Activity,Closed - No Violation Found,Cutting down large oak without permit
1/23/2025,BA-202500244,Arborist Illegal Activity,"3024 PEACHTREE RD NE, ATLANTA GA 30305",33.8379689,-84.3811514,Complaint/Investigation,Fine,investigation
1/22/2025,BA-202500230,Arborist Illegal Activity,"1281 AVALON PL NE, ATLANTA GA 30306",33.7911133,-84.3516312,Complaint/Investigation,Closed - No Violation Found,"Illegal tree removal, towards the back of the property on the property line. 2 large or more, cherry laurel. Have before and after"
1/22/2025,BA-202500226,Arborist Illegal Activity,"1670 SOUTH GORDON ST SW, ATLANTA GA 30310",33.7393973,-84.4425379,Illegal Destruction,Fine,"Destruction of one 38” water oak, located at the property’s front right corner, without permit."
1/22/2025,BA-202500222,Arborist Illegal Activity,"1566 OLYMPIAN CIR SW, ATLANTA GA 00000",33.7350829,-84.43903,Illegal Removal,Fine,"Removal of one 30"" pine tree without permit."
1/21/2025,BA-202500212,Arborist Illegal Activity,"3359 MATHIESON DR NE, ATLANTA GA 30305",33.8472088,-84.3755669,Complaint/Investigation,Fine,"Multiple trees removed beyond those permitted19"" and 27"" pine at front right20"" and 24"" pine, 32"" hardwood at front left25"" pine at rear center6"" 10"" and 12"" hardwood, 22"" pine at rear left10 trees at 197"""
1/17/2025,BA-202500173,Arborist Illegal Activity,"2261 PAUL AVE NW, ATLANTA GA 30318",33.8169982,-84.4723169,Illegal Removal,Assigned,"Illegal removal of 1 - 22"" Oak at the front right"
1/17/2025,BA-202500170,Arborist Illegal Activity,"864 AMSTERDAM AVE NE, ATLANTA GA 30306",33.7877544,-84.3589579,Illegal Activity,Fine,"Grading and land disturbance outside of the limits of disturbance impacted over 33% of the net root zone of a 40"" Sweetgum in the front yard."
1/16/2025,BA-202500151,Arborist Illegal Activity,"595 BOULEVARD NE, ATLANTA GA 30308",33.7708941,-84.3716927,Illegal Activity,Fine,"Tree #13, a 30"" hardwood, was removed without permit application, or issuance."
1/15/2025,BA-202500130,Arborist Illegal Activity,"601 HEMLOCK CIR SE, ATLANTA GA 30316",33.737871,-84.3522161,Illegal Removal,Fine,"Removal of a 38"" Oak at the front of the property without a permit."
1/6/2025,BA-202500031,Arborist Illegal Activity,"4051 ANNECY DR SW, ATLANTA GA 30331",33.70352037,-84.52813998,Illegal Removal,Fine,"Removal of the following three trees without permit: 11” HW, 13” PN, & 11” HW."
